datetime,open,high,low,close,volume
2025-01-23 09:15:00+05:30,23128.3,23146.45,23090.65,23109.75,0
2025-01-23 09:20:00+05:30,23108.1,23127.45,23099.9,23119.05,0
2025-01-23 09:25:00+05:30,23119.8,23123.7,23104.1,23107.15,0
2025-01-23 09:30:00+05:30,23105.55,23120.8,23103.0,23114.45,0
2025-01-23 09:35:00+05:30,23114.1,23179.05,23113.55,23172.0,0
2025-01-23 09:40:00+05:30,23171.45,23202.85,23170.25,23197.95,0
2025-01-23 09:45:00+05:30,23197.05,23205.55,23183.45,23203.6,0
2025-01-23 09:50:00+05:30,23203.35,23214.05,23192.4,23207.7,0
2025-01-23 09:55:00+05:30,23208.35,23220.15,23196.8,23203.3,0
2025-01-23 10:00:00+05:30,23202.8,23216.45,23188.35,23215.1,0
2025-01-23 10:05:00+05:30,23215.0,23226.3,23207.1,23219.65,0
2025-01-23 10:10:00+05:30,23220.7,23235.4,23213.6,23217.6,0
2025-01-23 10:15:00+05:30,23217.3,23229.45,23215.75,23225.75,0
2025-01-23 10:20:00+05:30,23225.5,23238.85,23224.55,23235.9,0
2025-01-23 10:25:00+05:30,23235.75,23241.4,23228.9,23240.4,0
2025-01-23 10:30:00+05:30,23240.05,23246.2,23230.95,23241.75,0
2025-01-23 10:35:00+05:30,23241.35,23243.0,23223.35,23226.15,0
2025-01-23 10:40:00+05:30,23227.55,23237.3,23225.45,23235.45,0
2025-01-23 10:45:00+05:30,23236.05,23240.45,23230.8,23232.4,0
2025-01-23 10:50:00+05:30,23233.0,23233.9,23202.5,23207.65,0
2025-01-23 10:55:00+05:30,23207.15,23215.4,23203.85,23211.9,0
2025-01-23 11:00:00+05:30,23216.7,23221.3,23205.35,23208.85,0
2025-01-23 11:05:00+05:30,23208.5,23232.55,23205.55,23228.5,0
2025-01-23 11:10:00+05:30,23229.35,23231.8,23222.35,23223.75,0
2025-01-23 11:15:00+05:30,23223.15,23224.95,23213.5,23223.3,0
2025-01-23 11:20:00+05:30,23223.35,23226.85,23214.55,23219.7,0
2025-01-23 11:25:00+05:30,23218.55,23225.9,23215.2,23225.2,0
2025-01-23 11:30:00+05:30,23225.65,23232.65,23225.55,23232.4,0
2025-01-23 11:35:00+05:30,23231.9,23238.6,23230.45,23232.45,0
2025-01-23 11:40:00+05:30,23231.15,23236.75,23216.4,23221.9,0
2025-01-23 11:45:00+05:30,23221.55,23227.55,23201.5,23202.75,0
2025-01-23 11:50:00+05:30,23201.85,23212.75,23201.05,23205.7,0
2025-01-23 11:55:00+05:30,23205.25,23223.65,23204.8,23217.6,0
2025-01-23 12:00:00+05:30,23217.5,23222.2,23212.25,23214.2,0
2025-01-23 12:05:00+05:30,23214.4,23224.85,23214.4,23219.8,0
2025-01-23 12:10:00+05:30,23219.05,23233.5,23217.8,23232.75,0
2025-01-23 12:15:00+05:30,23232.1,23254.0,23220.1,23252.95,0
2025-01-23 12:20:00+05:30,23252.1,23260.35,23244.15,23250.15,0
2025-01-23 12:25:00+05:30,23251.0,23254.3,23240.0,23252.05,0
2025-01-23 12:30:00+05:30,23251.5,23270.8,23249.8,23264.55,0
2025-01-23 12:35:00+05:30,23263.95,23267.25,23258.05,23258.05,0
2025-01-23 12:40:00+05:30,23258.2,23262.9,23250.45,23254.4,0
2025-01-23 12:45:00+05:30,23253.4,23257.4,23244.95,23249.15,0
2025-01-23 12:50:00+05:30,23249.75,23251.65,23232.15,23233.55,0
2025-01-23 12:55:00+05:30,23233.7,23248.35,23232.1,23245.6,0
2025-01-23 13:00:00+05:30,23244.75,23251.1,23238.7,23247.15,0
2025-01-23 13:05:00+05:30,23246.95,23251.1,23242.05,23244.95,0
2025-01-23 13:10:00+05:30,23247.35,23247.45,23239.2,23244.55,0
2025-01-23 13:15:00+05:30,23245.3,23248.65,23239.25,23239.7,0
2025-01-23 13:20:00+05:30,23239.55,23249.3,23238.95,23245.7,0
2025-01-23 13:25:00+05:30,23245.6,23248.45,23236.3,23242.3,0
2025-01-23 13:30:00+05:30,23241.85,23245.8,23229.9,23233.6,0
2025-01-23 13:35:00+05:30,23233.05,23249.35,23232.2,23248.75,0
2025-01-23 13:40:00+05:30,23248.65,23254.05,23244.9,23252.05,0
2025-01-23 13:45:00+05:30,23251.95,23255.55,23246.65,23253.5,0
2025-01-23 13:50:00+05:30,23252.9,23256.65,23248.65,23250.75,0
2025-01-23 13:55:00+05:30,23252.4,23253.0,23237.95,23250.9,0
2025-01-23 14:00:00+05:30,23248.85,23254.55,23231.4,23233.5,0
2025-01-23 14:05:00+05:30,23234.3,23241.6,23225.55,23232.2,0
2025-01-23 14:10:00+05:30,23232.7,23247.85,23226.0,23239.95,0
2025-01-23 14:15:00+05:30,23241.9,23246.7,23235.45,23240.2,0
2025-01-23 14:20:00+05:30,23241.65,23244.9,23223.4,23226.5,0
2025-01-23 14:25:00+05:30,23227.25,23233.9,23215.4,23224.75,0
2025-01-23 14:30:00+05:30,23224.95,23235.95,23222.7,23234.95,0
2025-01-23 14:35:00+05:30,23235.15,23243.9,23231.3,23236.95,0
2025-01-23 14:40:00+05:30,23236.7,23237.8,23224.95,23230.4,0
2025-01-23 14:45:00+05:30,23230.35,23236.1,23213.55,23215.25,0
2025-01-23 14:50:00+05:30,23215.35,23222.25,23205.15,23206.65,0
2025-01-23 14:55:00+05:30,23206.95,23220.7,23201.0,23213.85,0
2025-01-23 15:00:00+05:30,23215.85,23220.65,23204.6,23217.65,0
2025-01-23 15:05:00+05:30,23217.3,23220.0,23210.65,23217.55,0
2025-01-23 15:10:00+05:30,23217.65,23218.1,23200.1,23201.25,0
2025-01-23 15:15:00+05:30,23202.85,23207.35,23195.85,23199.75,0
2025-01-23 15:20:00+05:30,23200.4,23206.6,23191.7,23205.6,0
2025-01-23 15:25:00+05:30,23205.85,23218.2,23202.8,23216.3,0
2025-01-24 09:15:00+05:30,23183.9,23281.0,23177.8,23276.4,0
2025-01-24 09:20:00+05:30,23275.8,23292.05,23274.0,23281.15,0
2025-01-24 09:25:00+05:30,23280.55,23285.35,23234.2,23235.55,0
2025-01-24 09:30:00+05:30,23235.25,23246.1,23217.95,23225.45,0
2025-01-24 09:35:00+05:30,23225.25,23232.25,23194.2,23194.2,0
2025-01-24 09:40:00+05:30,23195.3,23230.25,23192.55,23230.25,0
2025-01-24 09:45:00+05:30,23230.05,23247.9,23182.75,23182.75,0
2025-01-24 09:50:00+05:30,23182.45,23183.2,23153.2,23158.25,0
2025-01-24 09:55:00+05:30,23158.3,23178.3,23144.25,23145.85,0
2025-01-24 10:00:00+05:30,23144.25,23154.0,23127.55,23135.15,0
2025-01-24 10:05:00+05:30,23137.1,23165.25,23133.15,23149.75,0
2025-01-24 10:10:00+05:30,23150.05,23174.8,23147.65,23156.35,0
2025-01-24 10:15:00+05:30,23155.25,23157.2,23131.85,23135.9,0
2025-01-24 10:20:00+05:30,23135.05,23161.1,23102.9,23156.9,0
2025-01-24 10:25:00+05:30,23157.1,23210.8,23157.1,23183.05,0
2025-01-24 10:30:00+05:30,23182.0,23193.25,23170.0,23173.0,0
2025-01-24 10:35:00+05:30,23172.45,23227.1,23172.25,23217.0,0
2025-01-24 10:40:00+05:30,23216.9,23226.85,23208.15,23213.5,0
2025-01-24 10:45:00+05:30,23213.3,23219.6,23207.7,23215.35,0
2025-01-24 10:50:00+05:30,23214.0,23216.05,23195.55,23213.2,0
2025-01-24 10:55:00+05:30,23212.65,23221.2,23199.5,23221.2,0
2025-01-24 11:00:00+05:30,23220.4,23246.75,23214.9,23244.5,0
2025-01-24 11:05:00+05:30,23242.8,23249.55,23233.65,23243.85,0
2025-01-24 11:10:00+05:30,23242.9,23289.2,23240.15,23279.2,0
2025-01-24 11:15:00+05:30,23277.95,23284.8,23257.1,23266.6,0
2025-01-24 11:20:00+05:30,23266.5,23275.35,23254.0,23271.2,0
2025-01-24 11:25:00+05:30,23272.0,23279.15,23261.4,23278.55,0
2025-01-24 11:30:00+05:30,23278.05,23284.35,23269.35,23277.5,0
2025-01-24 11:35:00+05:30,23276.55,23282.45,23269.95,23272.85,0
2025-01-24 11:40:00+05:30,23271.8,23323.3,23269.75,23321.75,0
2025-01-24 11:45:00+05:30,23321.95,23336.95,23320.5,23333.85,0
2025-01-24 11:50:00+05:30,23333.15,23342.5,23328.6,23335.2,0
2025-01-24 11:55:00+05:30,23334.35,23347.3,23323.45,23323.75,0
2025-01-24 12:00:00+05:30,23323.35,23331.3,23305.8,23313.45,0
2025-01-24 12:05:00+05:30,23312.8,23313.4,23291.4,23295.4,0
2025-01-24 12:10:00+05:30,23295.15,23305.6,23289.7,23300.8,0
2025-01-24 12:15:00+05:30,23300.35,23318.65,23297.7,23313.4,0
2025-01-24 12:20:00+05:30,23313.35,23316.25,23306.55,23314.15,0
2025-01-24 12:25:00+05:30,23313.15,23319.4,23288.75,23295.5,0
2025-01-24 12:30:00+05:30,23294.15,23296.9,23273.25,23273.25,0
2025-01-24 12:35:00+05:30,23272.45,23274.1,23230.9,23234.85,0
2025-01-24 12:40:00+05:30,23234.7,23237.9,23211.8,23213.55,0
2025-01-24 12:45:00+05:30,23213.5,23224.15,23195.8,23218.95,0
2025-01-24 12:50:00+05:30,23218.65,23229.6,23200.5,23216.45,0
2025-01-24 12:55:00+05:30,23216.05,23236.5,23212.75,23219.65,0
2025-01-24 13:00:00+05:30,23218.3,23218.55,23180.8,23183.35,0
2025-01-24 13:05:00+05:30,23183.45,23183.7,23164.85,23179.55,0
2025-01-24 13:10:00+05:30,23179.7,23228.1,23175.4,23216.5,0
2025-01-24 13:15:00+05:30,23214.7,23214.7,23175.7,23183.0,0
2025-01-24 13:20:00+05:30,23182.45,23189.2,23170.8,23175.5,0
2025-01-24 13:25:00+05:30,23175.05,23195.4,23175.05,23193.9,0
2025-01-24 13:30:00+05:30,23194.85,23198.05,23154.5,23165.2,0
2025-01-24 13:35:00+05:30,23165.0,23166.85,23141.9,23158.05,0
2025-01-24 13:40:00+05:30,23157.7,23164.35,23141.7,23155.9,0
2025-01-24 13:45:00+05:30,23157.05,23163.8,23147.0,23163.25,0
2025-01-24 13:50:00+05:30,23163.1,23190.5,23161.8,23186.25,0
2025-01-24 13:55:00+05:30,23185.8,23190.15,23171.7,23175.25,0
2025-01-24 14:00:00+05:30,23172.8,23201.5,23160.3,23201.5,0
2025-01-24 14:05:00+05:30,23201.95,23213.75,23166.75,23167.85,0
2025-01-24 14:10:00+05:30,23166.65,23169.6,23140.35,23142.25,0
2025-01-24 14:15:00+05:30,23141.85,23143.3,23120.8,23138.35,0
2025-01-24 14:20:00+05:30,23138.05,23153.45,23128.7,23129.8,0
2025-01-24 14:25:00+05:30,23130.4,23144.35,23125.35,23138.85,0
2025-01-24 14:30:00+05:30,23139.6,23168.6,23136.25,23153.25,0
2025-01-24 14:35:00+05:30,23152.9,23153.25,23104.5,23105.1,0
2025-01-24 14:40:00+05:30,23105.3,23112.65,23065.15,23081.35,0
2025-01-24 14:45:00+05:30,23081.1,23085.75,23053.85,23058.5,0
2025-01-24 14:50:00+05:30,23058.45,23077.15,23050.0,23073.35,0
2025-01-24 14:55:00+05:30,23073.2,23087.2,23054.25,23078.5,0
2025-01-24 15:00:00+05:30,23079.35,23095.85,23066.8,23068.05,0
2025-01-24 15:05:00+05:30,23068.65,23102.35,23067.75,23102.35,0
2025-01-24 15:10:00+05:30,23101.75,23105.55,23074.6,23077.5,0
2025-01-24 15:15:00+05:30,23077.75,23098.6,23077.75,23098.6,0
2025-01-24 15:20:00+05:30,23100.05,23105.1,23090.1,23090.45,0
2025-01-24 15:25:00+05:30,23090.65,23095.45,23080.7,23090.35,0
2025-01-27 09:15:00+05:30,22940.15,22952.55,22911.3,22926.75,0
2025-01-27 09:20:00+05:30,22927.3,22963.85,22910.85,22963.2,0
2025-01-27 09:25:00+05:30,22961.7,22987.5,22945.75,22966.6,0
2025-01-27 09:30:00+05:30,22967.55,22989.65,22948.1,22982.05,0
2025-01-27 09:35:00+05:30,22981.6,23006.75,22980.3,23001.6,0
2025-01-27 09:40:00+05:30,23002.0,23007.45,22965.3,22994.0,0
2025-01-27 09:45:00+05:30,22995.45,23002.1,22970.1,22992.1,0
2025-01-27 09:50:00+05:30,22991.7,23005.4,22969.8,22969.8,0
