datetime,open,high,low,close,volume,sma_10,sma_20,sma_50,ema_9,ema_11,ema_14,ema_16,ema_21,ema_50,rsi_14,atr,bbl_20_2.0,bbm_20_2.0,bbu_20_2.0,bbb_20_2.0,bbp_20_2.0,macd_12_26_9,macdh_12_26_9,macds_12_26_9,volume_sma,supert_10_3.0,supertd_10_3.0,supertl_10_3.0,superts_10_3.0,adx_14,dmp_14,dmn_14,stochk_14_3_3,stochd_14_3_3,cci_20_0.015,obv_obv,vwma_20,isa_9,isb_26,its_9,iks_26,ics_26,mfi_14,adosc_3_10,kcle_20_2.0,kcbe_20_2.0,kcue_20_2.0,dcl_20_20,dcm_20_20,dcu_20_20,vwap,regime,volatility_status,days_to_weekly_expiry,is_expiry_day_flag,week_expiry_type,is_expiry_day,expiry_type,week_expiry_date
2025-01-23 12:20:00+05:30,23252.1,23260.35,23244.15,23250.15,0.0,23225.025,23223.195,,23231.603667389478,23229.651127503337,23227.07961196658,23225.288688337754,23221.189060604156,,66.04438437392822,17.109097604294785,23197.01279421058,23223.195,23249.37720578942,0.22548323595802,1.0147580042872755,11.414444710033422,0.5419241199851115,10.87252059004831,0.0,23201.316934602324,1,23201.316934602324,,26.16012017422005,31.52224698782306,13.614369130630303,88.41236497816244,74.10916158726623,218.79365811769168,0.0,,,,23230.699999999997,23230.699999999997,23234.95,,0.0,23187.004758166615,23221.91568445701,23256.826610747405,23201.05,23230.699999999997,23260.35,,trending,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 12:25:00+05:30,23251.0,23254.3,23240.0,23252.05,0.0,23226.985,23224.177499999998,,23235.69293391158,23233.384272919448,23230.408997037703,23228.437077945076,23223.99460054923,,66.63749137347455,16.895676965295348,23195.34657086132,23224.177499999998,23253.008429138677,0.248283747733839,0.983378455580324,12.424736213299184,1.2417724986006977,11.182963714698486,0.0,23201.316934602324,1,23201.316934602324,,26.804300028602544,29.495277580333216,14.605057609562488,88.93989843739041,84.93644242458446,174.82235990064893,0.0,,,,23230.699999999997,23230.699999999997,23236.95,,0.0,23190.47573357932,23224.785619270628,23259.095504961937,23201.05,23230.699999999997,23260.35,,trending,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 12:30:00+05:30,23251.5,23270.8,23249.8,23264.55,0.0,23231.25,23227.0225,,23241.464347129266,23238.578560766207,23234.96113076601,23232.685657010363,23227.681455044756,,70.31157994875745,17.206090888301688,23194.30855075813,23227.0225,23259.736449241867,0.2816887032495728,1.073570309755989,14.071833702029835,2.3110959898650787,11.760737712164756,0.0,23208.875140188255,1,23208.875140188255,,28.2355783380824,34.025371785932755,13.256902028626012,86.6140415561095,87.98876832388744,209.18060918059584,0.0,,,,23235.925,23235.925,23230.4,,0.0,23193.530425619385,23228.572703149617,23263.61498067985,23201.05,23235.925,23270.8,,trending,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 12:35:00+05:30,23263.95,23267.25,23258.05,23258.05,0.0,23236.78,23229.329999999998,,23244.781477703415,23241.823800638507,23238.039646663874,23235.669697362086,23230.44223185887,,66.22729559273098,16.60311642431523,23194.75099770092,23229.329999999998,23263.909002299075,0.2977184645366597,0.9152809232550924,14.683413401722646,2.338140551646312,12.345272850076334,0.0,23213.64336973732,1,23213.64336973732,,29.531423857625867,32.60540071223531,12.703655541683215,86.25440977070235,87.26944992140075,167.98046467644315,0.0,,,,23237.8,23235.925,23215.25,,0.0,23197.922766036587,23231.380064754416,23264.837363472245,23201.05,23235.925,23270.8,,trending,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 12:40:00+05:30,23258.2,23262.9,23250.45,23254.4,0.0,23241.65,23231.607500000002,,23246.705182162732,23243.919833865424,23240.22102710869,23237.87326237831,23232.62021078079,,63.97981332569837,16.29153743975395,23196.725208289172,23231.607500000002,23266.489791710832,0.30030028452254137,0.8267058854525188,14.704070848474657,1.8870383987186585,12.817032449755999,0.0,23213.64336973732,1,23213.64336973732,,29.81673460043912,30.73604962752581,15.475141360029447,83.0824372759867,85.31696286759951,120.01695335428771,0.0,,,,23241.525,23235.925,23206.65,,0.0,23200.93012165215,23233.57243953971,23266.214757427268,23201.05,23235.925,23270.8,,trending,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 12:45:00+05:30,23253.4,23257.4,23244.95,23249.15,0.0,23244.805,23232.64,,23247.194145730187,23244.791528221187,23241.411556827534,23239.199937392626,23234.12291889163,,60.784571484509804,16.004366223004993,23196.973116200046,23232.64,23268.306883799953,0.30704116105576645,0.7314471891152949,14.133884279992344,1.0534814641890744,13.08040281580327,0.0,23213.64336973732,1,23213.64336973732,,29.47661426482824,28.948678420184226,17.14420268520047,75.72281959378942,81.68655554682617,82.33331823876198,0.0,,,,23242.6,23235.925,23213.85,,0.0,23203.151062447185,23235.056016726405,23266.960971005625,23201.05,23235.925,23270.8,,trending,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 12:50:00+05:30,23249.75,23251.65,23232.15,23233.55,0.0,23246.739999999998,23233.13,,23244.465316584152,23242.917940184325,23240.36334925053,23238.535238875847,23234.070835356026,,52.40896395343306,16.264813512176563,23197.69660614619,23233.13,23268.563393853812,0.30502471129642145,0.5059266126430206,12.281642560752516,-0.6390082040406035,12.92065076479312,0.0,23213.64336973732,1,23213.64336973732,,27.93372417340801,26.362799537917358,21.47624536149254,64.0143369175648,74.27319792911365,27.642578348464575,0.0,,,,23244.3,23235.925,23217.65,,0.0,23202.33191364269,23234.912586561986,23267.49325948128,23201.05,23235.925,23270.8,,trending,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 12:55:00+05:30,23233.7,23248.35,23232.1,23245.6,0.0,23249.32,23234.245000000003,,23244.692253267323,23243.364950153606,23241.06156935046,23239.366387243394,23235.11894123275,,57.3030029213821,16.26371319650848,23198.71575992933,23234.245000000003,23269.774240070674,0.3058351159736089,0.6597979576457264,11.651747851254186,-1.0151223308311472,12.666870182085333,0.0,23213.64336973732,1,23213.64336973732,,26.522110860172976,24.406278852385174,19.9052167659543,59.80884109916437,66.51533253683952,36.2302780255932,0.0,,,,23245.449999999997,23235.925,23217.55,,0.0,23203.35744567672,23235.930435460843,23268.503425244966,23201.05,23235.925,23270.8,,trending,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:00:00+05:30,23244.75,23251.1,23238.7,23247.15,0.0,23250.760000000002,23235.6175,,23245.18380261386,23243.995791794674,23241.87336010373,23240.28210639123,23236.212673847956,,57.90269170520143,15.977540313931051,23200.32177398396,23235.6175,23270.91322601604,0.3038070842407363,0.6633696385046765,11.149103872572596,-1.2142130476101904,12.363316920182786,0.0,23213.64336973732,1,23213.64336973732,,25.442536408400116,24.278158521275852,18.761015901938983,58.210872162485806,60.67801672640499,47.33669108670497,0.0,,,,23251.449999999997,23235.925,23201.25,,0.0,23205.166260374175,23236.998965416955,23268.831670459735,23201.05,23235.925,23270.8,,trending,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:05:00+05:30,23246.95,23251.1,23242.05,23244.95,0.0,23249.96,23236.605,,23245.13704209109,23244.154826495564,23242.283578756567,23240.831270345203,23237.006976225413,,56.68572700425847,15.465789669583028,23201.425433487613,23236.605,23271.784566512386,0.30279437561886835,0.6186057820960212,10.452740597283992,-1.5284610583190368,11.981201655603028,0.0,23213.64336973732,1,23213.64336973732,,24.45527380816126,23.228684823230534,17.950032123229384,61.2957785062562,59.77183058930212,44.35648175094695,0.0,,,,23251.449999999997,23235.925,23199.75,,0.0,23207.23137843378,23237.756206805818,23268.281035177857,23201.05,23235.925,23270.8,,choppy,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:10:00+05:30,23247.35,23247.45,23239.2,23244.55,0.0,23249.4,23237.2125,,23245.019633672873,23244.220688746303,23242.585768255693,23241.26876795165,23237.692705659465,,56.45340445765815,14.93404472804551,23201.924911884642,23237.2125,23272.50008811536,0.3037161889823019,0.6039671509428558,9.756128451714176,-1.7800585631110835,11.53618701482526,0.0,23213.64336973732,1,23213.64336973732,,23.250072304375315,22.283056168847533,18.625623836382907,57.82460486178099,59.11041851017433,30.68644220031294,0.0,,,,23251.449999999997,23235.925,23205.6,,0.0,23209.21410429723,23238.403234729074,23267.59236516092,23201.05,23235.925,23270.8,,choppy,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:15:00+05:30,23245.3,23248.65,23239.25,23239.7,0.0,23248.165,23237.575,,23243.9557069383,23243.46724062192,23242.200999154935,23241.08420701616,23237.87518696315,,53.58570886103155,14.527151609881939,23202.341642226445,23237.575,23272.808357773556,0.30324470409287824,0.530156081257673,8.71227416727561,-2.25913027803972,10.97140444531533,0.0,23213.64336973732,1,23213.64336973732,,22.253294908629677,21.830273663036454,17.739496994658783,50.20930087855229,56.4432280821965,23.07433410821867,0.0,,,,23249.675,23235.925,23216.3,,0.0,23210.327046745115,23238.52673618345,23266.726425621782,23201.05,23235.925,23270.8,,choppy,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:20:00+05:30,23239.55,23249.3,23238.95,23245.7,0.0,23246.28,23238.765,23218.72,23244.304565550643,23243.839367184937,23242.667532600943,23241.627241484846,23238.586533602862,23218.72,56.52775307444193,14.22066732591859,23204.12705693175,23238.765,23273.40294306825,0.2981048525448751,0.6001069836383861,8.273786916877725,-2.1580940227500847,10.43188093962781,0.0,23213.64336973732,1,23213.64336973732,,21.39981465796057,20.99988581743044,16.792192396376745,48.423766057479696,52.152557265937666,29.814572909730558,0.0,,,,23247.5,23235.925,23276.4,,0.0,23211.72447086463,23239.20990416598,23266.69533746733,23201.05,23235.925,23270.8,,choppy,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:25:00+05:30,23245.6,23248.45,23236.3,23242.3,0.0,23244.705,23240.7425,23221.371,23243.903652440516,23243.582805987448,23242.618528254152,23241.706389545452,23238.924121457145,23219.644705882354,54.42257466684048,14.069033785466447,23210.292076768143,23240.7425,23271.192923231858,0.26204346295612296,0.5255743571795334,7.564729533609352,-2.293721124814766,9.858450658424118,0.0,23213.64336973732,1,23213.64336973732,,20.297829353346124,19.671837477057313,17.10956651000646,39.39014683707282,46.007737924368264,12.391698087970655,0.0,,,,23244.75,23235.925,23281.15,,0.0,23212.322140306092,23239.504199007315,23266.686257708538,23201.05,23235.925,23270.8,,choppy,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:30:00+05:30,23241.85,23245.8,23229.9,23233.6,0.0,23242.625,23242.1375,23223.661999999997,23241.842921952415,23241.91900498954,23241.416057820265,23240.75269665775,23238.440110415584,23220.191972318342,49.35729368420396,14.202873169016451,23215.983114612474,23242.1375,23268.291885387527,0.22506006934625886,0.33678645333271917,6.228975406735117,-2.903580201351202,9.132555608086319,0.0,23213.64336973732,1,23213.64336973732,,18.948645223910944,18.06204668023066,19.00332900310405,28.6320468539847,38.81531991617907,-36.74425925600831,0.0,,23194.95,,23240.775,23235.925,23235.55,,0.0,23211.320031705513,23238.94189433995,23266.56375697439,23204.8,23237.8,23270.8,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:35:00+05:30,23233.05,23249.35,23232.2,23248.75,0.0,23242.585,23243.695,23226.494,23243.224337561933,23243.05750415795,23242.393916777564,23241.693555874484,23239.377373105075,23221.311894972525,56.883055928601514,14.417942330900736,23219.97420954101,23243.695,23267.41579045899,0.20410516020786396,0.6065520984374443,6.320005929475883,-2.250039742888349,8.570045672364232,0.0,23213.64336973732,1,23213.64336973732,,17.714405020138003,18.29100649347138,17.353762443267797,27.16368782496961,31.72862717200904,2.893908743544927,0.0,,23197.2625,,23240.5,23235.925,23225.45,,0.0,23211.618123924032,23239.875999640906,23268.13387535778,23212.25,23241.525,23270.8,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:40:00+05:30,23248.65,23254.05,23244.9,23252.05,0.0,23244.435,23245.5875,23229.246,23244.989470049546,23244.556253464958,23243.681394540556,23242.91196106572,23240.52943009552,23222.517310855957,58.33545583729291,14.034103540580643,23225.881666472866,23245.5875,23265.293333527137,0.16954472350622102,0.6639742868805488,6.5825511432558415,-1.589995623286713,8.172546766542554,0.0,23213.64336973732,1,23213.64336973732,,17.070015089824444,19.86225766238674,16.52936257118668,38.14611884102185,31.31395117332539,53.94216133944288,0.0,,23196.4,,23241.975,23235.925,23194.2,,0.0,23213.725921645553,23241.035428246534,23268.344934847515,23214.4,23242.6,23270.8,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:45:00+05:30,23251.95,23255.55,23246.65,23253.5,0.0,23245.225,23247.2725,23230.876,23246.691576039637,23246.046877887464,23244.99054193515,23244.157612705047,23241.70857281411,23223.73231827337,58.989151703768364,13.66055254647594,23231.25733609203,23247.2725,23263.28766390797,0.13778101416388025,0.6944251097205935,6.828903648143751,-1.0749144947190432,7.903818142862794,0.0,23213.64336973732,1,23213.64336973732,,16.62998928933843,19.71965363920105,15.745819057057972,58.96901775683104,41.426274807607506,60.469297521360474,0.0,,23197.9125,,23242.725,23235.925,23230.25,,0.0,23215.818691012646,23242.222530318293,23268.62636962394,23217.8,23244.3,23270.8,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:50:00+05:30,23252.9,23256.65,23248.65,23250.75,0.0,23245.585,23248.1725,23231.931999999997,23247.503260831712,23246.83073157289,23245.75846967713,23244.933187680923,23242.5305207401,23224.79183520383,57.15754572911742,13.249244892536305,23233.561426288627,23248.1725,23262.783573711375,0.1256965355997255,0.5882036478261332,6.724719386751531,-0.9432790048890105,7.667998391640541,0.0,23215.13672568988,1,23215.13672568988,,16.340459296004767,19.45774130050425,15.054987638151491,68.87907184292284,55.331402813591914,53.09414880808737,0.0,,23200.925,,23243.275,23235.925,23182.75,,0.0,23217.621672820966,23243.03467028798,23268.447667754994,23220.1,23245.449999999997,23270.8,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 13:55:00+05:30,23252.4,23253.0,23237.95,23250.9,0.0,23246.18,23248.07,23232.878000000004,23248.18260866537,23247.50894297741,23246.444007053513,23245.635165600816,23243.291382491,23225.815684803678,57.23554420186494,13.379930341527716,23233.566055708903,23248.07,23262.573944291096,0.12477546988714813,0.597559668708152,6.578424374132737,-0.8716592140062431,7.45008358813898,0.0,23215.13672568988,1,23215.13672568988,,15.472744275502258,17.869386018742002,19.629700879839415,75.27933541017329,67.70914166997572,-7.149128307990802,0.0,,23214.137499999997,,23243.275,23235.925,23158.25,,0.0,23217.92437064754,23243.78374930817,23269.643127968804,23229.9,23250.35,23270.8,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 14:00:00+05:30,23248.85,23254.55,23231.4,23233.5,0.0,23245.075,23247.2375,23233.394000000004,23245.246086932297,23245.174119147843,23244.71813944638,23244.207499059543,23242.401256809997,23226.11703049765,46.63026088534234,14.088159308045434,23231.451940934854,23247.2375,23263.023059065144,0.1358058914754513,0.06487128700015718,5.000803787330369,-1.9594238406468891,6.960227627977258,0.0,23215.13672568988,1,23215.13672568988,,15.327547878604475,15.740843169432306,20.66173248117214,55.92693288020032,66.69511337776548,-91.69230769235938,0.0,,23217.324999999997,,23243.275,23237.8,23145.85,,0.0,23214.99824010968,23242.804344612156,23270.610449114633,23229.9,23250.35,23270.8,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 14:05:00+05:30,23234.3,23241.6,23225.55,23232.2,0.0,23244.325,23246.245,23233.972,23242.63686954584,23243.011765956537,23243.049054186864,23242.79485211136,23241.47386982727,23226.355578321272,45.94528358056813,14.230221720577616,23229.338288315015,23246.245,23263.151711684983,0.1454575711903901,0.08463241517057446,3.6040833414081135,-2.684915429255316,6.288998770663429,0.0,23215.13672568988,1,23215.13672568988,,15.717278044282772,14.455240370772374,21.95109407653542,37.78175115945872,56.329339816610776,-151.2494106553888,0.0,,23218.55,,23241.1,23241.525,23135.15,,0.0,23213.579360099237,23241.794407030047,23270.009453960858,23225.55,23248.175,23270.8,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 14:10:00+05:30,23232.7,23247.85,23226.0,23239.95,0.0,23243.75,23245.015,23234.468999999997,23242.099495636674,23242.501471630447,23242.635846961948,23242.46016362767,23241.33533620661,23226.888692896908,50.60377334293861,14.781448793386506,23230.15915603208,23245.015,23259.870843967918,0.12781961179993379,0.329528365707907,3.086948139141896,-2.561640505217227,5.648588644359123,0.0,23215.13672568988,1,23215.13672568988,,15.311187800575823,15.968260353559415,19.603738864275794,27.04761046167995,40.252098167113,-92.41038034407536,0.0,,23218.55,,23241.1,23242.6,23149.75,,0.0,23211.92894485169,23241.61874921766,23271.308553583633,23225.55,23246.4,23267.25,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 14:15:00+05:30,23241.9,23246.7,23235.45,23240.2,0.0,23243.54,23244.1225,23234.88,23241.71959650934,23242.117893025374,23242.311067367023,23242.194262024415,23241.23212382419,23227.41070494017,50.7512183371832,14.526211124858323,23230.405194324354,23244.1225,23257.83980567565,0.11802816540523194,0.35702367167612653,2.666549355155439,-2.385631431362947,5.052180786518386,0.0,23215.13672568988,1,23215.13672568988,,14.936012899211644,15.07444125314373,18.506424827024066,38.26366559485729,34.36434240533199,-50.876969465282876,0.0,,23218.55,,23241.1,23244.3,23156.35,,0.0,23212.478569151528,23241.48363024455,23270.488691337574,23225.55,23244.225,23262.9,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 14:20:00+05:30,23241.65,23244.9,23223.4,23226.5,0.0,23242.829999999998,23242.7275,23235.057999999997,23238.675677207473,23239.51491085448,23240.20292505142,23240.347878256838,23239.892839840173,23227.374991020948,43.15001350247461,15.029819490851992,23227.84914407607,23242.7275,23257.60585592393,0.12802590336208122,-0.04533915181784018,1.2139115687823505,-3.0706153741888285,4.284526942971179,0.0,23215.13672568988,1,23215.13672568988,,15.653806400261258,13.517220942703158,22.384391820317457,34.24388946643082,33.18505517432269,-170.11750154607427,0.0,,23221.725,,23240.025,23245.449999999997,23135.9,,0.0,23209.718705422812,23240.05661784031,23270.394530257807,23223.4,23240.4,23257.4,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 14:25:00+05:30,23227.25,23233.9,23215.4,23224.75,0.0,23240.43,23241.5075,23235.037999999997,23235.89054176598,23237.054092378734,23238.142535044564,23238.512833756035,23238.51621803652,23227.2720501966,42.27892542620899,15.28021990092994,23225.021133662958,23241.5075,23257.99386633704,0.14187002574632085,-0.00822296609862966,-0.07762984867440537,-3.4897254333164676,3.412095584642062,0.0,23215.13672568988,1,23215.13672568988,,16.888609154905616,12.336322618736784,24.20667339650887,26.365361420698548,32.957638827328886,-224.76159158173138,0.0,,23227.525,,23236.025,23243.1,23156.9,,0.0,23207.626447763498,23238.598844712662,23269.571241661826,23215.4,23236.025,23256.65,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 14:30:00+05:30,23224.95,23235.95,23222.7,23234.95,0.0,23238.72,23241.5775,23235.019,23235.702433412785,23236.70341031561,23237.71686370529,23238.09367684356,23238.192016396835,23227.57314626732,48.770473549018746,15.133830548954041,23225.21545627071,23241.5775,23257.939543729288,0.1407997691145398,0.2974733441111846,-0.27496138829155825,-2.9496455783468964,2.674684190055338,0.0,23215.13672568988,1,23215.13672568988,,17.761491456300924,12.534257793421567,22.678514445297626,26.461304777091016,29.023518554740132,-122.36921226696444,0.0,,23230.699999999997,,23236.025,23243.1,23183.05,,0.0,23207.704881309834,23238.25133569241,23268.797790074987,23215.4,23236.025,23256.65,,ranging,normal,,0,unknown,True,weekly,2025-01-23
2025-01-23 14:35:00+05:30,23235.15,23243.9,23231.3,23236.95,0.0,23237.065,23241.145,23234.95,23235.95194673023,23236.744508596345,23237.614615211252,23237.95912662667,23238.079105815305,23227.940866021545,49.958854343698256,14.95125179797134,23224.77383938143,23241.145,23257.516160618572,0.14088084402529732,0.3718783567720647,-0.266888248243049,-2.3532579506387097,2.0863697023956607,0.0,23215.13672568988,1,23215.13672568988,,17.591505105490683,15.604560101269135,21.301367585717117,40.76767676767441,31.198114321821322,-43.71584699455771,0.0,,23230.699999999997,,23234.975,23243.1,23173.0,,0.0,23208.090130708897,23238.1273989598,23268.164667210705,23215.4,23236.025,23256.65,,ranging,normal,,0,unknown,True,weekly,2025-01-23
