datetime,open,high,low,close,volume,EMA_9,EMA_14,EMA_21,EMA_50,SMA_10,SMA_20,SMA_50,RSI_14,atr,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,volume_sma,SUPERT_10_3.0,SUPERTd_10_3.0,SUPERTl_10_3.0,SUPERTs_10_3.0,ADX_14,DMP_14,DMN_14,regime
2025-03-04 10:36:00+05:30,22069.25,22076.05,22065.85,22066.45,0,22062.178702579826,22057.92011990581,22051.121753313524,,22060.385000000002,22059.4575,,59.107615085498324,19.389530350042087,22037.332575706318,22059.4575,22081.582424293683,0.20059354853747288,0.6580231395864438,13.14906367736694,,,0.0,22016.679540323115,1,22016.679540323115,,28.090257483511362,29.98008615897292,18.027882628674927,Trending
2025-03-04 10:39:00+05:30,22066.65,22069.85,22055.15,22056.0,0,22060.942962063862,22057.66410391837,22051.56523028502,,22061.885000000002,22059.475,,54.4319600992277,19.0064692271516,22037.361599085594,22059.475,22081.588400914403,0.2004889138513436,0.42142773485070356,11.864637856688205,,,0.0,22016.679540323115,1,22016.679540323115,,26.51689301391458,28.086053379012174,21.487498116648393,Trending
2025-03-04 10:42:00+05:30,22056.2,22058.65,22048.6,22052.65,0,22059.28436965109,22056.995556729256,22051.663845713654,,22062.155,22060.0375,,52.984972094990056,18.282293053379934,22039.259822675496,22060.0375,22080.8151773245,0.18837390756477448,0.32222507634947956,10.455875315055891,,,0.0,22016.679540323115,1,22016.679540323115,,24.486981699443653,26.83771159758572,23.429239319175807,Ranging
2025-03-04 10:45:00+05:30,22052.9,22076.0,22051.3,22071.8,0,22061.787495720873,22058.96948249869,22053.49440519423,,22063.34,22061.475,,59.59698099680522,18.79635157578986,22041.640623276715,22061.475,22081.309376723282,0.1798100691207967,0.760280424841386,10.760624032409396,,,0.0,22016.679540323115,1,22016.679540323115,,24.033724020676168,31.40646660993875,20.963118987181456,Ranging
2025-03-04 10:48:00+05:30,22072.75,22074.1,22065.05,22072.05,0,22063.8399965767,22060.713551498866,22055.181277449297,,22063.4,22061.920000000002,,59.676708583706606,18.02237997997757,22041.56280471182,22061.920000000002,22082.277195288185,0.18454599860921436,0.7488063767280769,10.896702098340029,,,0.0,22019.070801980622,1,22019.070801980622,,23.63689121936519,30.15407985710953,20.127178642678633,Ranging
2025-03-04 10:51:00+05:30,22071.95,22080.0,22066.55,22074.35,0,22065.94199726136,22062.53174463235,22056.92388859027,,22063.6,22062.94,,60.44994867592929,17.662156412960105,22042.24095171267,22062.94,22083.63904828733,0.18763635569266643,0.775616536606277,11.062612809844723,,,0.0,22023.822327856426,1,22023.822327856426,,23.686752091135418,30.976724089393592,18.919667166455955,Ranging
2025-03-04 10:54:00+05:30,22074.7,22080.4,22071.65,22076.8,0,22068.11359780909,22064.43417868137,22058.730807809337,,22065.65,22063.575,,61.3012403132349,16.965160037809017,22042.011407998638,22063.575,22085.138592001364,0.19546779704887216,0.8066511367670727,11.261971768315561,-0.5725806410450289,11.83455240936059,0.0,22028.966585174312,1,22028.966585174312,,23.757764417942884,29.911627867932815,18.15651471483539,Ranging
2025-03-04 10:57:00+05:30,22077.55,22089.4,22073.1,22082.3,0,22070.950878247273,22066.816288190523,22060.873461644853,,22067.93,22064.760000000002,,63.215401996345484,16.913489878024887,22041.857017661423,22064.760000000002,22087.66298233858,0.20759783780633934,0.8829195635026953,11.72856956463147,-0.084786275783296,11.813355840414767,0.0,22034.00215815366,1,22034.00215815366,,24.402476626071365,31.805897059732768,16.797261033967896,Ranging
2025-03-04 11:00:00+05:30,22082.65,22083.55,22072.4,22082.05,0,22073.170702597818,22068.84744976512,22062.79860149532,,22070.385000000002,22064.504999999997,,63.06271002397291,16.468559214344328,22042.50925268373,22064.504999999997,22086.500747316266,0.19937675752316708,0.8988270947953931,11.940535706307855,0.10174389271447026,11.838791813593385,0.0,22034.00215815366,1,22034.00215815366,,24.895613614456146,30.143504014280612,16.247454134156204,Ranging
2025-03-04 11:03:00+05:30,22082.35,22095.9,22081.65,22093.4,0,22077.216562078254,22072.12112312977,22065.580546813926,,22072.785,22065.8625,,66.96410495164612,16.298273059535756,22040.508666463407,22065.8625,22091.21633353659,0.22980142776283494,1.0430638321470915,12.875944669660385,0.8297222848535988,12.046222384806786,0.0,22043.25773523643,1,22043.25773523643,,26.06176080726911,33.93672411166087,15.15710167224691,Trending
