datetime,open,high,low,close,volume,sma_10,sma_20,sma_50,ema_9,ema_11,ema_14,ema_16,ema_21,ema_50,rsi_14,atr,bbl_20_2.0,bbm_20_2.0,bbu_20_2.0,bbb_20_2.0,bbp_20_2.0,macd_12_26_9,macdh_12_26_9,macds_12_26_9,volume_sma,supert_10_3.0,supertd_10_3.0,supertl_10_3.0,superts_10_3.0,adx_14,dmp_14,dmn_14,stochk_14_3_3,stochd_14_3_3,cci_20_0.015,obv,vwma_20,isa_9,isb_26,its_9,iks_26,ics_26,mfi_14,adosc_3_10,kcle_20_2.0,kcbe_20_2.0,kcue_20_2.0,dcl_20_20,dcm_20_20,dcu_20_20,vwap,regime
2024-10-16 12:15:00+05:30,24947.45,24969.2,24941.1,24948.95,0,24991.829999999998,25020.87,,24978.567203729275,24986.087717704304,24995.494881869523,25000.970920397573,25012.182773572204,,34.405635062542444,36.2832621564726,24931.927673743023,25020.87,25109.812326256975,0.7109451130754145,0.095693057362792,-32.04546282298179,-9.339271930269575,-22.706190892712215,0.0,25049.784021237076,-1,,25049.784021237076,30.333014988005687,13.94519305332948,34.26780748574915,22.969795623077754,16.636931610018664,-130.96220822817628,0.0,,,,24991.4,25001.1,24774.65,,0.0,24936.467465796028,25010.268125025035,25084.068784254043,24908.95,25001.1,25093.25,,trending
2024-10-16 12:30:00+05:30,24949.1,24953.15,24933.55,24951.2,0,24981.0,25016.515,,24973.093762983422,24980.27309808692,24989.588897620255,24995.115517997856,25006.63888506564,,34.99964632517321,35.01575458942173,24923.000861496763,25016.515,25110.029138503236,0.7476192307620515,0.15077473286171544,-32.72223088327519,-8.012831992450376,-24.70939889082481,0.0,25047.241455090785,-1,,25047.241455090785,31.502150533144846,13.352149350249405,34.44865676075493,21.947911014649858,20.569777072869517,-121.19565678775874,0.0,,,,24981.9,25001.1,24793.6,,0.0,24934.13723095831,25004.642589308365,25075.14794765842,24908.95,25001.1,25093.25,,trending
2024-10-16 12:45:00+05:30,24951.25,24958.3,24936.9,24955.85,0,24972.645,25011.9625,,24969.64501038674,24976.2025817391,24985.090377937555,24990.496045292224,25002.021713696035,,36.28384676375102,33.98598189339932,24915.976084945563,25011.9625,25107.94891505444,0.7675240601727122,0.20770603335805882,-32.50861918255396,-6.2393762333833145,-26.269242949170643,0.0,25047.241455090785,-1,,25047.241455090785,32.262313900795014,13.862343775003128,32.808120245411075,23.35865436787816,22.758787001868587,-97.60844440618172,0.0,,,,24974.300000000003,25001.1,24786.75,,0.0,24932.128923247994,24999.9956760409,25067.862428833807,24908.95,25001.1,25093.25,,trending
2024-10-16 13:00:00+05:30,24955.45,24986.3,24951.2,24983.35,0,24968.620000000003,25007.989999999998,,24972.386008309393,24977.393818115917,24984.85832754588,24989.655334081373,25000.324285178212,,43.40513474501296,34.06988357276689,24914.197070628947,25007.989999999998,25101.78292937105,0.750103701825307,0.36864681503590807,-29.777058799565566,-2.8062526803159358,-26.97080611924963,0.0,25047.241455090785,-1,,25047.241455090785,31.49076262189057,18.976387573117215,30.262484743605103,29.580394284680107,24.962319889069374,-53.91778069700341,0.0,,,,24974.300000000003,25001.1,24762.15,,0.0,24930.321406748186,24998.410373560815,25066.499340373444,24908.95,25001.1,25093.25,,trending
2024-10-16 13:15:00+05:30,24983.9,24989.15,24966.25,24973.15,0,24962.760000000002,25004.85,,24972.538806647517,24976.6865150966,24983.29721720643,24987.7135300718,24997.853895616558,,41.55017692177954,33.2318861208066,24910.806988563723,25004.85,25098.893011436274,0.7521981650461832,0.3314600972690171,-28.111282900648803,-0.9123814251193352,-27.198901475529468,0.0,25047.241455090785,-1,,25047.241455090785,30.654282182002937,18.638748722452263,28.697971922030714,34.91642994691056,29.285159533156275,-44.54390369883228,0.0,,,,24962.725,25001.1,24773.25,,0.0,24930.03841562931,24996.00462369788,25061.97083176645,24908.95,25001.1,25093.25,,trending
2024-10-16 13:30:00+05:30,24973.65,24981.4,24964.9,24971.5,0,24958.4,25001.909999999996,,24972.331045318017,24975.822095913834,24981.72425491224,24985.806055945704,24995.458086924144,,41.24312420629186,31.981106668263855,24907.55737629507,25001.909999999996,25096.262623704923,0.754763325721326,0.33884920839563026,-26.617455254479864,0.46515697683968327,-27.082612231319548,0.0,25047.241455090785,-1,,25047.241455090785,29.93777153268369,17.919890825761534,27.906706406008524,39.07791005713192,34.524911429574196,-45.0850927703092,0.0,,,,24949.050000000003,25001.1,24747.8,,0.0,24930.844280807472,24993.670850012368,25056.497419217263,24908.95,25001.1,25093.25,,trending
2024-10-16 13:45:00+05:30,24971.75,24983.85,24962.05,24969.1,0,24959.390000000003,24997.732500000002,,24971.684836254415,24974.701746594863,24980.04102092394,24983.84063759915,24993.061897203766,,40.771164242475265,31.222548477767265,24905.35825426558,24997.732500000002,25090.106745734425,0.7390609987079693,0.34501903224020897,-25.335197637061356,1.3979316754065536,-26.73312931246791,0.0,25047.241455090785,-1,,25047.241455090785,29.381902587367488,16.987672966400766,27.135056711768343,39.36387808092724,37.78607269498991,-41.79234731362078,0.0,,,,24949.050000000003,25001.1,24741.9,,0.0,24930.33530168295,24991.330769058808,25052.326236434666,24908.95,25001.1,25093.25,,trending
2024-10-16 14:00:00+05:30,24969.35,25024.05,24968.6,25014.1,0,24967.21,24995.18,,24980.167869003533,24981.268122162386,24984.582218134085,24987.400562587485,24994.974452003422,,51.88824494193597,33.02211121413072,24907.707173362214,24995.18,25082.652826637786,0.699917557207318,0.6081478713289076,-20.452116054904764,5.024810606050519,-25.476926660955282,0.0,25047.241455090785,-1,,25047.241455090785,27.07540037862795,23.911206016138664,23.75061758853052,53.203454407122386,43.88174751506052,12.400404998800578,0.0,,,,24978.8,25001.1,24763.8,,0.0,24927.750987236952,24993.499267243682,25059.247547250412,24908.95,25001.1,25093.25,,trending
2024-10-16 14:15:00+05:30,25013.15,25059.85,25009.2,25050.35,0,24976.56,24996.859999999997,,24994.204295202828,24992.781768468656,24993.351255716207,24994.806378753663,25000.008592730384,,58.62533340460593,34.32775257285313,24906.549986158763,24996.859999999997,25087.17001384123,0.7225708656305933,0.7961465607459531,-13.50152944717047,9.58031777102785,-23.08184721819832,0.0,24931.6331960927,1,24931.6331960927,,26.17757125581693,29.02242490043391,21.15504856545788,71.79424106645345,54.78719118483436,72.415669431647,0.0,,,,24996.699999999997,25001.1,24734.8,,0.0,24929.779464642957,24998.913622744283,25068.04778084561,24908.95,25001.1,25093.25,,trending
2024-10-16 14:30:00+05:30,25050.6,25059.05,25021.2,25023.9,0,24984.144999999997,24994.1175,,25000.143436162263,24997.96814039055,24997.42442162071,24998.22915772382,25002.180538845805,,52.81404016669307,34.58794772274924,24910.865765633658,24994.1175,25077.369234366342,0.666170624878771,0.6788701474310782,-10.012021085589367,10.455860906087164,-20.46788199167653,0.0,24936.158938006534,1,24936.158938006534,,25.356513372406514,26.676283828635377,19.44489758787463,83.44404372033527,69.4805797313037,68.37500241906886,0.0,,,,24996.699999999997,25001.1,24742.35,,0.0,24931.53380134363,25001.29327772102,25071.052754098408,24908.95,25001.1,25093.25,,trending
2024-10-16 14:45:00+05:30,25024.45,25024.6,24976.8,24999.9,0,24989.24,24990.535,,25000.094748929812,24998.290116992124,24997.75449873795,24998.42572740337,25001.97321713255,,48.15008103731703,35.56156839179002,24915.122513633323,24990.535,25065.947486366676,0.603528386780648,0.5620918395029859,-9.078508596194297,9.111498716385789,-18.190007312580086,0.0,24936.158938006534,1,24936.158938006534,,23.797846807124596,24.033924834583,26.719541930718304,76.71747294013791,77.31858590897555,17.852839391920863,0.0,,,,24998.375,25001.1,24759.35,,0.0,24928.94010597757,25001.16058460473,25073.381063231893,24908.95,24991.4,25073.85,,choppy
2024-10-16 15:00:00+05:30,24999.7,25000.85,24964.85,24968.2,0,24990.94,24985.97,,24993.71579914385,24993.27509749344,24993.813898906224,24994.86975947356,24998.902924665952,,42.77672541226107,35.593804272223366,24917.033635140775,24985.97,25054.906364859227,0.5518005893645607,0.371113018243069,-10.772440308533987,5.93405360323688,-16.706493911770867,0.0,24936.158938006534,1,24936.158938006534,,22.73418089888177,22.246653577446104,27.20104494095066,58.57079743759781,72.91077136602367,-19.69893672950495,0.0,,,,25005.525,25001.1,24750.2,,0.0,24925.82200064637,24998.021481309042,25070.220961971714,24908.95,24991.4,25073.85,,choppy
2024-10-16 15:15:00+05:30,24967.7,24968.7,24951.0,24959.9,0,24991.344999999998,24981.995,25031.251,24986.95263931508,24987.712581244534,24989.29204571873,24990.75567012373,24995.357204241773,25031.251,41.47174385770154,34.28090727878492,24916.772335994265,24981.995,25047.217664005733,0.5221573697835923,0.33061869415472683,-12.638940193603048,3.254042974534256,-15.892983168137304,0.0,24936.158938006534,1,24936.158938006534,,22.163354377097317,21.403874739143397,29.134899330594603,40.13304705942356,58.4737724790531,-54.34402239612708,0.0,,,,25005.425,25001.1,24573.0,,0.0,24925.696095822906,24994.390864041514,25063.08563226012,24908.95,24984.4,25059.85,,choppy
2024-10-17 09:15:00+05:30,25027.4,25029.5,24923.4,24940.65,0,24987.075,24977.8475,25026.54,24977.692111452066,24979.86881770378,24982.8064396229,24984.86088540329,24990.383822037973,25027.698019607844,38.535480907774215,39.540169916038856,24913.187810277537,24977.8475,25042.507189722462,0.5177362839008657,0.21235943012052483,-15.492876682550559,0.32008518846939715,-15.812961871019956,0.0,24936.158938006534,1,24936.158938006534,,21.214326820133905,28.45832150296457,23.409901596030043,24.256477155933833,40.9867738843184,-39.263768154680186,0.0,,,,24991.625,25001.1,24654.7,,0.0,24906.910753363583,24989.272686513752,25071.63461966392,24908.95,24984.4,25059.85,,choppy
2024-10-17 09:30:00+05:30,24940.2,24954.15,24839.7,24850.2,0,24974.78,24968.77,25020.392999999996,24952.193689161657,24958.257348086485,24965.125581006512,24969.01842829702,24977.63983821634,25020.737312956557,28.371092915788203,45.01590474975834,24887.968066854773,24968.77,25049.571933145227,0.6472239773543266,-0.23370769352071974,-24.76769442537261,-7.163786043482123,-17.603908381890488,0.0,25043.076366163798,-1,,25043.076366163798,20.893022663651482,23.169453938750905,32.650627969914424,12.75816443554165,25.715896216966353,-235.1291449082561,0.0,,25070.1125,,24949.775,24966.475,24646.4,,0.0,24879.70972923372,24976.02766875054,25072.34560826736,24839.7,24949.775,25059.85,,choppy
2024-10-17 09:45:00+05:30,24850.45,24850.45,24805.9,24836.2,0,24961.25,24959.825,25015.359000000004,24928.99495132933,24937.914456738737,24947.935503538978,24953.39273085031,24964.78167110576,25013.500555585713,27.176241263272267,44.98190494255791,24863.416662704894,24959.825,25056.233337295107,0.7725081189079356,-0.14115305516359733,-32.86884571190967,-12.211949864015345,-20.656895847894326,0.0,24973.07098890233,-1,,24973.07098890233,21.19863609591161,21.494877487424723,35.774302068150995,9.780983779066096,15.598541790180526,-288.02287957217874,0.0,,25064.975,,24932.875,24949.575,24671.2,,0.0,24867.08023121146,24962.710747917154,25058.341264622846,24805.9,24932.875,25059.85,,choppy
2024-10-17 10:00:00+05:30,24836.35,24845.6,24802.45,24831.95,0,24947.535000000003,24953.4625,25010.892000000003,24909.585961063465,24920.253713948947,24932.470769733784,24939.105350750273,24952.7060646416,25006.3809259549,26.807149681855368,44.848426606432476,24842.09389187811,24953.4625,25064.831108121893,0.8926104593452003,-0.045541971158547856,-39.18035916191002,-14.818770651212553,-24.361588510697466,0.0,24967.37056491082,-1,,24967.37056491082,21.538837795051144,19.98800531568796,33.826893563767605,9.387239797927407,10.642129337511717,-231.14854699351662,0.0,,25060.65,,24931.15,24938.15,24694.35,,0.0,24855.51544728656,24950.257343353616,25044.99923942067,24802.45,24931.15,25059.85,,choppy
2024-10-17 10:15:00+05:30,24832.1,24843.35,24797.4,24838.05,0,24929.93,24948.57,25006.989000000005,24895.278768850774,24906.553094957457,24919.88133376928,24927.216485956124,24942.282786037817,24999.779713172356,28.312079750747323,44.9285757177608,24826.465367000234,24948.57,25070.674632999766,0.9788507557729055,0.0474373195969883,-43.19216760094787,-15.06446327220032,-28.127704328747548,0.0,24963.169143849016,-1,,24963.169143849016,21.942222505152724,18.500640190063223,32.12754983134352,12.96030284786537,10.709508808286293,-185.40796098847747,0.0,,25045.050000000003,,24928.225,24935.625,24729.5,,0.0,24845.099690402127,24939.57092970089,25034.042168999655,24797.4,24928.625,25059.85,,choppy
2024-10-17 10:30:00+05:30,24838.2,24860.65,24828.25,24846.65,0,24909.56,24943.06,25002.137000000002,24885.553015080623,24896.56924579788,24910.117155933378,24917.738075843637,24933.588896398014,24993.774626381284,30.48226386400135,44.018223054594586,24813.24502936869,24943.06,25072.874970631314,1.0408904972470294,0.12866378380266355,-45.15706404063894,-13.623487769513115,-31.533576271125828,0.0,24963.169143849016,-1,,24963.169143849016,21.780411685561358,20.366918770522147,30.409253454744004,15.238301702389988,12.528614782727587,-129.2577322393226,0.0,,25045.050000000003,,24913.45,24928.625,24720.55,,0.0,24839.075910363827,24930.721317348423,25022.36672433302,24797.4,24928.625,25059.85,,choppy
2024-10-17 10:45:00+05:30,24847.2,24853.55,24816.95,24822.45,0,24889.415,24936.780000000002,24997.021,24872.9324120645,24884.2160381649,24898.42820180893,24906.527713979678,24923.485360361832,24987.05601358202,27.920844184725485,43.47986344834355,24796.78518795324,24936.780000000002,25076.774812046766,1.1227978275203405,0.0916634397787136,-48.11238673223852,-13.263048368890153,-34.849338363348366,0.0,24963.169143849016,-1,,24963.169143849016,21.858659690690846,19.122716973492548,30.437663880025855,14.599606274210757,14.266070274822036,-121.57983202804873,0.0,,25045.050000000003,,24913.45,24928.625,24719.35,,0.0,24830.52106175775,24920.40976331524,25010.298464872732,24797.4,24928.625,25059.85,,choppy
2024-10-17 11:00:00+05:30,24823.15,24829.6,24790.7,24790.95,0,24868.519999999997,24928.88,24991.39,24856.5359296516,24868.671698470753,24884.09777490107,24892.93033586442,24911.43669123803,24979.365581676844,24.978583180239347,43.147870732815456,24775.34640953847,24928.88,25082.413590461532,1.2317728711561151,0.05081490771702025,-52.39234169879637,-14.034402668358403,-38.35793903043797,0.0,24943.6492185525,-1,,24943.6492185525,22.429134078612048,17.872987952917914,32.85854277767772,9.467679774489113,13.10186258369662,-126.33071924844747,0.0,,25045.050000000003,,24910.1,24925.275,24724.55,,0.0,24819.342865399867,24908.080262047122,24996.817658694377,24790.7,24925.275,25059.85,,choppy
2024-10-17 11:15:00+05:30,24791.55,24813.9,24771.85,24780.8,0,24849.780000000002,24920.36,24986.031000000003,24841.38874372128,24854.026415392294,24870.324738247597,24879.73853164508,24899.560628398205,24971.57869612089,24.097406243185365,43.06837081949859,24754.323550387242,24920.36,25086.39644961276,1.3325365252569272,0.07973083523078048,-55.95820565608301,-14.080213300516029,-41.87799235556698,0.0,24925.637662624915,-1,,24925.637662624915,23.28447347439044,16.60935725909538,33.70476114321908,4.24839969115756,9.43856191328581,-119.26942914512594,0.0,,25043.95,,24900.675,24915.85,24783.1,,0.0,24807.662592504643,24895.958332328348,24984.254072152053,24771.85,24915.85,25059.85,,choppy
2024-10-17 11:30:00+05:30,24780.7,24799.9,24775.6,24779.45,0,24831.735,24911.54,24980.49,24829.000994977025,24841.59701282691,24858.208106481252,24867.939880863305,24888.641480362003,24964.044237449485,23.976254665685754,41.7106365483895,24735.53957215958,24911.54,25087.54042784042,1.413003193222253,0.1247452303929429,-58.22196567212086,-13.0751786532431,-45.14678701887776,0.0,24914.514419802275,-1,,24914.514419802275,24.074376668777813,15.909353314367046,32.284268743161896,1.9489211505223698,5.221666872056347,-106.34101993595117,0.0,,25025.35,,24863.0,24915.85,24787.25,,0.0,24800.3471075042,24884.86230067803,24969.377493851858,24771.85,24915.85,25059.85,,choppy
2024-10-17 11:45:00+05:30,24779.6,24796.7,24769.95,24781.05,0,24815.775,24901.425,24974.449,24819.41079598162,24831.505844022427,24847.920358950418,24857.71754193821,24878.86043669273,24956.867992843625,24.460985876777237,40.62934719217413,24719.92819424295,24901.425,25082.921805757047,1.4577222448678957,0.16838259357265375,-59.20443331235583,-11.246117034782458,-47.958316277573374,0.0,24905.42960408521,-1,,24905.42960408521,24.90839854354209,15.152296759104201,31.75308116925115,3.343503692203626,3.1802748446278515,-96.16502964947529,0.0,,25012.0,,24815.300000000003,24914.9,24785.5,,0.0,24793.414049646657,24874.97541489917,24956.536780151684,24769.95,24914.9,25059.85,,choppy
2024-10-17 12:00:00+05:30,24780.95,24790.45,24772.15,24778.45,0,24808.6,24891.690000000002,24968.575,24811.2186367853,24822.663203352025,24838.657644423696,24848.391948769007,24869.73221517521,24949.871208810542,24.191059908228258,39.01684554429078,24705.79302692079,24891.690000000002,25077.586973079215,1.4936468602912243,0.19542268998713325,-59.50688592721417,-9.238855719712632,-50.26803020750154,0.0,24896.673257006663,-1,,24896.673257006663,25.67921521907965,14.639079156720038,30.677584797639938,3.3992570170464,2.8972272865907986,-88.44685874391803,0.0,,25001.1,,24815.300000000003,24914.9,24840.15,,0.0,24788.50318777555,24865.782518242107,24943.061848708665,24769.95,24914.9,25059.85,,trending
2024-10-17 12:15:00+05:30,24779.7,24794.65,24777.45,24790.2,0,24804.0,24882.625,24963.217,24807.014909428242,24817.252669460024,24832.196625167206,24841.545837149122,24862.502013795645,24943.609592778757,28.054916799034146,37.442591105221645,24695.50176654137,24882.625,25069.74823345863,1.504047370071535,0.253037080720304,-58.12838713911697,-6.288285545292339,-51.84010159382463,0.0,24895.03663507743,-1,,24895.03663507743,26.211677552471244,14.963242053419119,29.660711866802703,5.117832145379656,3.953530951543227,-76.15680034194456,0.0,,24996.25,,24815.300000000003,24914.9,24850.55,,0.0,24785.388598463593,24858.58418317143,24931.77976787927,24769.95,24914.9,25059.85,,trending
2024-10-17 12:30:00+05:30,24789.6,24797.9,24773.3,24774.65,0,24798.269999999997,24872.9025,24957.339,24800.541927542596,24810.15222455002,24824.52374181158,24833.67573866099,24854.51546708695,24936.983726395276,26.155008321242107,36.51657388476027,24684.559378344296,24872.9025,25061.245621655704,1.5144442564007456,0.23916621128429927,-57.62639079927612,-4.62903136436119,-52.997359434914934,0.0,24891.06335600184,-1,,24891.06335600184,26.797108808722662,14.236404776757077,29.039400974477083,4.295896744365358,4.270995302263804,-74.30742681467422,0.0,,24996.25,,24815.300000000003,24914.9,24842.5,,0.0,24779.680160514676,24850.590451440818,24921.50074236696,24769.95,24914.9,25059.85,,trending
2024-10-17 12:45:00+05:30,24773.95,24798.5,24756.15,24793.6,0,24793.825,24861.877500000002,24952.035,24799.153542034077,24807.39352045835,24820.4005762367,24828.96094587734,24848.97769735177,24931.36083516409,32.182402576551155,36.93690967024152,24682.274160735342,24861.877500000002,25041.480839264663,1.444809140135619,0.3099214071421267,-55.0646969056761,-1.6538699766089309,-53.41082692906717,0.0,24884.949568511096,-1,,24884.949568511096,27.712486768936472,13.060246284186325,29.985891392953487,9.508977594606185,6.307568828117065,-69.03402795289892,0.0,,24991.5,,24804.85,24908.0,24820.9,,0.0,24772.93919284661,24845.162789398833,24917.386385951057,24756.15,24908.0,25059.85,,trending
2024-10-17 13:00:00+05:30,24794.15,24798.2,24783.65,24786.75,0,24787.835,24848.697500000002,24947.263000000003,24796.672833627264,24803.952933715293,24815.913832738475,24823.994952244713,24843.32063395615,24925.689822020402,31.191323300931106,35.32480132399869,24688.738250579976,24848.697500000002,25008.656749420028,1.2874658675371295,0.3063647453191708,-52.976592608349165,0.3473874565744097,-53.323980064923575,0.0,24884.949568511096,-1,,24884.949568511096,28.55953890089377,12.67286849912117,29.096484873485984,16.669088165072264,10.157987501347936,-60.442122492478084,0.0,,24987.7,,24792.875,24908.0,24854.6,,0.0,24771.48307924217,24839.599666598944,24907.716253955718,24756.15,24907.6,25059.05,,trending
2024-10-17 13:15:00+05:30,24786.45,24790.95,24755.9,24762.15,0,24781.805,24835.61,24941.722999999998,24789.768266901814,24796.985778096077,24808.74532170668,24816.719075510042,24835.94148541468,24919.27649566666,27.87174231310527,35.30502407235954,24693.269768160862,24835.61,24977.95023183914,1.1462591966868392,0.24195630058050663,-52.69928476732821,0.4997562380762943,-53.1990410054045,0.0,24875.038660046648,-1,,24875.038660046648,29.906341437086294,11.767399559393114,32.67439436026841,18.054341725676036,14.744135828451496,-79.16931254262772,0.0,,24987.7,,24784.9,24907.875,24868.05,,0.0,24763.91802407625,24832.223507875235,24900.52899167422,24755.9,24892.7,25029.5,,trending
2024-10-17 13:30:00+05:30,24762.25,24779.15,24757.15,24773.25,0,24780.035,24824.2775,24935.907000000003,24786.464613521453,24793.029815080066,24804.01261214579,24811.605066626507,24830.24225946789,24913.54996642483,31.418480466533573,34.347988627285595,24701.287449690957,24824.2775,24947.267550309043,0.9908852357055951,0.2925543575607096,-50.995989054077654,1.762441561061479,-52.75843061513913,0.0,24866.199230398815,-1,,24866.199230398815,31.153222988845943,11.225256092626047,31.16903123024278,17.27070986209193,17.331379917613408,-79.0188585663907,0.0,,24981.9125,,24777.9,24907.875,24868.25,,0.0,24760.61630749756,24826.606983315687,24892.597659133815,24755.9,24892.7,25029.5,,trending
