datetime,open,high,low,close,volume,ema_9,ema_14,ema_21,ema_50,sma_10,sma_20,sma_50,sma_200,macd,macd_signal,macd_hist,rsi,stochastic_k,stochastic_d,bollinger_lower,bollinger_mid,bollinger_upper,bollinger_bandwidth,bollinger_pctb,atr,atr_sma_5,obv,obv_ema,vwap,vwma_20,vol_ma_50,vol_ma,plus_di,minus_di,adx,SUPERT_10_3.0,SUPERTd_10_3.0,SUPERTl_10_3.0,SUPERTs_10_3.0,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26,MFI_14,chaikin_osc_3_10,KCLe_20_1.5,KCBe_20_1.5,KCUe_20_1.5,CCI_20,DCL_20_20,DCM_20_20,DCU_20_20
2025-02-04 10:05:00+05:30,23549.75,23556.55,23534,23540.9,0,23532.31582,23506.93315,23476.47279,23412.2434,23545.03984,23457.39736,23377.31605,23428.89632,57.71648336,51.17629748,6.54018588,71.74689503,86.07328227,89.00989733,23268.11124,23457.39736,23646.68349,1.613871505,0.720573555,27.70355417,28.51678456,0,0,,,0,0,38.82051157,15.1774449,38.0058925,23474.77207,1,23474.77207,,23324.0249,23303.7002,23532.34961,23454.5,23565.4,0,0,23437.85293,23480.34867,23522.84442,6434.831535,23327,23454.5,23582
2025-02-04 10:10:00+05:30,23540.3,23555.35,23504.1,23512.65,0,23528.38273,23507.69545,23479.76166,23416.18093,23544.0748,23466.44736,23382.00707,23429.27282,53.09661355,51.56036069,1.536252855,62.65687615,79.56625424,84.89770272,23284.92671,23466.44736,23647.96801,1.547065458,0.627266587,29.38544315,28.44415709,0,0,,,0,0,33.98441635,20.5547308,37.05003858,23474.77207,1,23474.77207,,23324.0249,23304.39941,23532.34961,23454.5,23589.6,0,0,23437.65507,23483.42503,23529.19499,5541.731361,23327,23454.5,23582
2025-02-04 10:15:00+05:30,23513.25,23530.95,23509.4,23525.35,0,23527.77611,23510.04934,23483.90602,23420.46206,23545.1748,23475.74238,23386.90105,23429.72532,49.88501091,51.22529074,-1.340279829,64.81493493,75.99668939,80.54540864,23302.32858,23475.74238,23649.15618,1.47738715,0.643031369,28.82568494,28.38598069,0,0,,,0,0,32.16975411,19.45717205,36.16245993,23474.77207,1,23474.77207,,23324.4751,23304.39941,23543.0498,23454.5,23575.25,0,0,23442.92852,23487.41784,23531.90716,4079.104911,23338.59961,23460.2998,23582
2025-02-04 10:20:00+05:30,23526.5,23534.5,23520.8,23522.85,0,23526.79081,23511.75604,23487.44635,23424.47725,23546.3998,23484.13232,23391.58605,23430.16532,46.60087766,50.30040812,-3.699530462,64.03044596,62.6741393,72.74569431,23318.84074,23484.13232,23649.42391,1.407687376,0.617118139,27.74522307,28.35196533,0,0,,,0,0,31.94932395,18.77095854,35.43531543,23474.77207,1,23474.77207,,23324.4751,23304.39941,23543.0498,23454.5,23577.6,0,0,23448.58302,23490.7923,23533.00157,2145.715246,23349.40039,23465.7002,23582
2025-02-04 10:25:00+05:30,23523.25,23524.1,23484.4,23500.95,0,23521.62249,23510.31513,23488.67388,23427.47616,23541.42969,23491.5123,23395.83703,23430.38481,41.74973495,48.59027349,-6.840538537,57.46842547,45.42881846,61.36654905,23337.43703,23491.5123,23645.58757,1.311752671,0.530624363,28.5990799,28.45179705,0,0,,,0,0,28.78148178,26.00107794,33.26674611,23474.77207,1,23474.77207,,23327.18799,23305.64941,23533.2002,23454.5,23591.85,0,0,23447.89896,23491.75962,23535.62028,-879.7283076,23349.94922,23465.97461,23582
2025-02-04 10:30:00+05:30,23501.6,23511.95,23489.15,23489.15,0,23515.12807,23507.49316,23488.7172,23429.89475,23533.10469,23497.1998,23400.18305,23430.48582,36.5319846,46.17861571,-9.646631109,54.2431441,22.39866029,43.50053935,23352.58128,23497.1998,23641.81833,1.230942659,0.472170184,28.1847762,28.54804145,0,0,,,0,0,27.11851701,24.49876208,31.25307459,23474.77207,1,23474.77207,,23329.0752,23311.09961,23529.875,23454.5,23586.5,0,0,23448.57069,23491.51112,23534.45155,-5136.06971,23349.94922,23465.97461,23582
2025-02-04 10:35:00+05:30,23489.8,23489.8,23423.15,23427.25,0,23497.55246,23496.79408,23483.12927,23429.79104,23518.88477,23500.21729,23403.26703,23430.30982,27.08976174,42.36084492,-15.27108317,41.1841982,9.151971669,25.65981681,23364.34563,23500.21729,23636.08894,1.156343782,0.231484512,30.93232009,28.85741684,0,0,,,0,0,22.94475095,35.96884516,30.59979149,23553.87394,-1,,23553.87394,23330.4502,23311.09961,23498.25,23454.5,23590.85,0,0,23437.01867,23485.39102,23533.76337,-8349.021149,23349.94922,23465.97461,23582
2025-02-04 10:40:00+05:30,23426.45,23464.15,23425.7,23459.2,0,23489.88181,23491.78143,23480.95381,23430.9443,23508.64473,23505.27979,23407.04602,23430.26232,21.93194919,38.27506577,-16.34311658,48.12589191,10.59036429,14.04699875,23384.25481,23505.27979,23626.30476,1.029768465,0.309623738,31.46938093,29.38615604,0,0,,,0,0,20.94223173,32.82963899,29.99317147,23544.11877,-1,,23544.11877,23329.73779,23311.09961,23498.25,23454.5,23606.2,0,0,23433.63808,23482.89656,23532.15504,-12636.56526,23349.94922,23465.97461,23582
2025-02-04 10:45:00+05:30,23460.4,23482.8,23446.65,23461.6,0,23484.22537,23487.75719,23479.19434,23432.14647,23499.00977,23510.58975,23411.01199,23430.22782,17.83247537,34.18654769,-16.35407232,48.61657472,16.49309611,12.07847736,23408.49622,23510.58975,23612.68327,0.8684897,0.260072264,31.80373877,30.19785918,0,0,,,0,0,23.43063908,30.16417458,28.74821508,23544.11877,-1,,23544.11877,23329.73779,23311.09961,23489.85059,23460.2998,23613.3,0,0,23431.13674,23480.86828,23530.59982,-18905.46235,23349.94922,23465.97461,23582
2025-02-04 10:50:00+05:30,23461,23469.8,23436.25,23440.65,0,23475.51037,23481.47628,23475.69035,23432.47996,23488.05488,23514.6373,23414.20398,23430.02683,12.74625506,29.89848916,-17.15223411,44.64725944,19.30506203,15.46284081,23432.28277,23514.6373,23596.99184,0.70045337,0.050802428,31.92852752,30.8637487,0,0,,,0,0,21.67198734,30.22683113,27.87217804,23544.11877,-1,,23544.11877,23332.88721,23311.89941,23489.25,23465.7002,23619.05,0,0,23427.24983,23477.038,23526.82618,-26302.28222,23423.15039,23502.5752,23582
2025-02-04 10:55:00+05:30,23441.5,23467.95,23441.5,23466.55,0,23473.71846,23479.48621,23474.85948,23433.81607,23480.61992,23512.82988,23416.95801,23430.02583,10.68219618,26.05523057,-15.37303439,50.0744747,21.24567233,19.01461016,23427.95844,23512.82988,23597.70132,0.721916003,0.22735763,31.5978347,31.5463604,0,0,,,0,0,20.33459946,28.36152007,27.05871508,23544.11877,-1,,23544.11877,23341.48779,23317.2002,23478.8252,23465.97461,23601.65,0,0,23427.09295,23476.03922,23524.9855,-22753.81148,23423.15039,23502.5752,23582
2025-02-04 11:00:00+05:30,23466.85,23496.05,23460.75,23488.15,0,23476.60484,23480.64144,23476.06774,23435.94682,23478.16992,23511.12236,23419.69,23430.05233,10.66636736,22.97745793,-12.31109056,54.11495802,27.60269393,22.71780943,23425.7094,23511.12236,23596.53533,0.726574982,0.365524091,31.86233088,31.73236256,0,0,,,0,0,25.02515622,26.11707882,25.27845473,23544.11877,-1,,23544.11877,23349.13721,23317.34961,23478.8252,23465.97461,23626.5,0,0,23427.86497,23477.19267,23526.52036,-20729.18765,23423.15039,23502.5752,23582
2025-02-04 11:05:00+05:30,23487.9,23506.1,23486.4,23499.1,0,23481.1038,23483.10253,23478.16155,23438.4234,23475.54492,23510.35986,23422.45801,23430.04733,11.40585377,20.66313709,-9.257283321,56.05641632,40.78567576,29.87801401,23424.80359,23510.35986,23595.91613,0.727817623,0.434193872,30.99353716,31.63719381,0,0,,,0,0,26.2049109,24.9313799,23.65074112,23544.11877,-1,,23544.11877,23349.13721,23317.34961,23473.625,23465.97461,23640.05,0,0,23431.83505,23479.27904,23526.72303,-20211.90294,23423.15039,23502.5752,23582
2025-02-04 11:10:00+05:30,23498.85,23511.2,23484.65,23506.5,0,23486.18304,23486.22219,23480.73777,23441.09307,23473.90996,23510.15488,23425.625,23430.03583,12.44558678,19.01962703,-6.57404025,57.3693274,52.10743205,40.16526725,23424.58225,23510.15488,23595.72752,0.727963166,0.478644558,30.67605794,31.41165764,0,0,,,0,0,25.77239877,23.39016185,22.30751906,23544.11877,-1,,23544.11877,23349.13721,23317.34961,23467.5498,23465.97461,23634.9,0,0,23435.15331,23481.87151,23528.58972,-19969.53406,23423.15039,23502.5752,23582
2025-02-04 11:15:00+05:30,23508.05,23526.85,23493.9,23522.75,0,23493.49643,23491.09256,23484.55706,23444.29531,23476.09004,23508.75986,23429.21199,23430.08408,14.41465866,18.09863336,-3.683974695,60.18250517,62.79566056,51.89625613,23424.98253,23508.75986,23592.5372,0.7127329,0.583495954,30.83842657,31.19363745,0,0,,,0,0,27.43048471,21.60508013,21.56269328,23544.11877,-1,,23544.11877,23349.13721,23317.34961,23475,23465.97461,23644.1,0,0,23438.78882,23485.7647,23532.74059,-21430.83372,23423.15039,23502.5752,23582
2025-02-04 11:20:00+05:30,23523.1,23551.45,23520.25,23540.75,0,23502.94714,23497.71356,23489.66551,23448.07784,23481.25,23507.17734,23433.39301,23430.17533,17.22900662,17.92470801,-0.695701391,63.08816303,76.4940103,63.79903431,23427.15688,23507.17734,23587.19781,0.680817282,0.709775444,30.86419744,31.04691,0,0,,,0,0,31.14294903,20.04510895,21.57110989,23544.11877,-1,,23544.11877,23415.51221,23383.72461,23488.57422,23502.5752,23649.5,0,0,23444.04238,23491.0014,23537.96042,-23294.25709,23423.15039,23502.5752,23582
2025-02-04 11:25:00+05:30,23540.4,23542.95,23524.1,23529.2,0,23508.19756,23501.91164,23493.25949,23451.25907,23491.44492,23505.16484,23437.39898,23430.20133,18.31620829,18.00300807,0.313200224,60.05933511,83.21964071,74.16977052,23429.61017,23505.16484,23580.71952,0.642877233,0.659052861,30.00601258,30.67564634,0,0,,,0,0,29.74553285,19.14566428,21.5789253,23544.11877,-1,,23544.11877,23428.33691,23393.64941,23493.84961,23502.5752,23688.2,0,0,23449.45975,23494.63929,23539.81882,-26042.63218,23423.15039,23499.25,23575.34961
2025-02-04 11:30:00+05:30,23528.2,23551.4,23527.9,23542.15,0,23514.98812,23507.27681,23497.70411,23454.82344,23499.74004,23504.19238,23441.475,23430.36933,19.99241467,18.40088939,1.591525282,62.24785616,89.02353007,82.91239369,23431.10794,23504.19238,23577.27683,0.621884329,0.759685957,29.5412974,30.38519839,0,0,,,0,0,30.09878449,18.05778501,21.82356324,23544.11877,-1,,23544.11877,23431.0625,23393.6748,23493.84961,23502.5752,23681.75,0,0,23454.93029,23499.16415,23543.39802,-27929.87321,23423.15039,23498.25,23573.34961
2025-02-04 11:35:00+05:30,23543.05,23557.95,23542.15,23557.05,0,23523.40066,23513.91334,23503.09927,23458.83235,23509.28516,23504.14746,23445.575,23430.62133,22.26648314,19.17400814,3.092475001,64.64792459,91.58112784,87.94143287,23431.19425,23504.14746,23577.10067,0.620768806,0.862583921,28.55969245,29.96192529,0,0,,,0,0,30.54736197,17.34426231,22.23393036,23465.83388,1,23465.83388,,23431.19971,23393.6748,23499.72461,23502.5752,23670.55,0,0,23462.39907,23504.67716,23546.95526,-28593.35905,23423.15039,23498.25,23573.34961
2025-02-04 11:40:00+05:30,23555.55,23559.1,23539.2,23540.2,0,23526.76037,23517.41812,23506.47199,23462.02321,23519.24004,23503.64746,23449.37797,23430.81282,22.45012743,19.829232,2.620895435,60.0019724,92.72772386,91.11079392,23431.83546,23503.64746,23575.45946,0.611071122,0.754496165,27.94117089,29.38247415,0,0,,,0,0,28.99332025,17.21633944,22.46621903,23467.38311,1,23467.38311,,23442.3501,23404.8252,23509.9248,23502.5752,23698.75,0,0,23466.9657,23508.06022,23549.15474,-29418.1939,23423.15039,23491.125,23559.09961
2025-02-04 11:45:00+05:30,23540.75,23598.15,23538.9,23598.1,0,23541.02822,23528.17566,23514.80177,23467.35954,23532.39492,23506.50742,23454.89297,23431.32932,26.95700096,21.25478579,5.70221517,68.40391063,95.13383789,93.1475632,23425.07689,23506.50742,23587.93795,0.692833949,1.062394629,30.17751583,29.24513783,0,0,,,0,0,34.17036264,14.80189259,23.6864808,23477.16159,1,23477.16159,,23450.94971,23413.4248,23541.40039,23510.65039,23704.1,0,0,23470.99036,23516.6354,23562.28044,-26466.48134,23423.15039,23510.65039,23598.15039
2025-02-04 11:50:00+05:30,23599,23616.6,23545.95,23565.15,0,23545.85265,23533.10562,23519.37892,23471.19448,23540.09492,23509.13242,23459.68496,23431.74606,27.55239723,22.51430808,5.038089153,60.6023946,85.84684168,91.23613448,23423.78829,23509.13242,23594.47656,0.726050909,0.828188743,33.06843545,29.8576224,0,0,,,0,0,32.94081811,12.54302834,25.19789136,23477.8509,1,23477.8509,,23457.6875,23420.02539,23550.625,23519.875,23679.95,0,0,23469.86507,23521.25587,23572.64668,-22646.50152,23423.15039,23519.875,23616.59961
2025-02-04 11:55:00+05:30,23565.25,23566.25,23542.6,23546.25,0,23545.93212,23534.8582,23521.82174,23474.13783,23544.80996,23510.17744,23463.95895,23432.11007,26.19716489,23.25087944,2.94628545,56.61370713,77.47856961,86.15308306,23423.56222,23510.17744,23596.79266,0.736831711,0.708234523,32.39571797,30.42850652,0,0,,,0,0,31.22307959,12.62750471,26.42709021,23477.8509,1,23477.8509,,23459.57471,23420.02539,23555.25,23519.875,23673.8,0,0,23473.76119,23523.63627,23573.51134,-20727.74719,23423.15039,23519.875,23616.59961
2025-02-04 12:00:00+05:30,23547.45,23553.45,23527.25,23553.35,0,23547.41562,23537.32372,23524.68791,23477.24417,23549.49492,23511.70244,23468.14492,23432.68257,25.40318058,23.68133967,1.721840916,57.73890607,65.4476197,76.257677,23423.19513,23511.70244,23600.20975,0.752878815,0.735275292,31.95311088,31.1071902,0,0,,,0,0,29.39446199,15.31923945,26.7879084,23477.8509,1,23477.8509,,23492.6123,23420.02539,23568.4248,23519.875,23690.05,0,0,23477.5983,23526.46611,23575.33392,-19600.92585,23423.15039,23519.875,23616.59961
2025-02-04 12:05:00+05:30,23553.55,23562.25,23536,23549.9,0,23547.91257,23539.00061,23526.97996,23480.09344,23552.20996,23514.15,23472.21094,23433.19282,24.21646682,23.7883651,0.428101722,56.96593548,60.69106082,67.87241671,23424.27079,23514.15,23604.02921,0.764469151,0.698880197,31.54574582,31.82810519,0,0,,,0,0,29.64007695,14.40870229,27.34437396,23477.8509,1,23477.8509,,23493.4248,23420.02539,23570.34961,23519.875,23651.6,0,0,23480.73421,23528.69794,23576.66168,-18120.06289,23423.15039,23519.875,23616.59961
2025-02-04 12:10:00+05:30,23550.1,23571.15,23548.7,23565.4,0,23551.41014,23542.52058,23530.47272,23483.43881,23554.675,23517.9625,23476.52895,23433.83532,24.24720143,23.88013237,0.367069064,59.58435698,60.75944047,62.29937366,23426.19945,23517.9625,23609.72555,0.780365604,0.758480364,30.89613339,31.9718287,0,0,,,0,0,30.15929264,13.66082264,28.08052215,23477.8509,1,23477.8509,,23493.4248,23420.02539,23571.9248,23519.875,23649.95,0,0,23485.59035,23532.19342,23578.79649,-16877.24459,23423.15039,23519.875,23616.59961
2025-02-04 12:15:00+05:30,23566.15,23594.1,23563.95,23589.6,0,23559.04803,23548.79779,23535.8479,23487.60198,23560.71504,23526.07998,23481.29793,23434.55632,25.92538188,24.28918227,1.636199609,63.33521532,65.97940013,62.47663381,23439.26117,23526.07998,23612.89879,0.738064409,0.865817199,30.84286605,31.52671482,0,0,,,0,0,33.3682019,12.70695738,29.27780492,23486.08291,1,23486.08291,,23493.4248,23420.02539,23571.9248,23519.875,23642.8,0,0,23491.18879,23537.66067,23584.13255,-18558.37454,23425.69922,23521.14941,23616.59961
2025-02-04 12:20:00+05:30,23590,23591.15,23570.3,23575.25,0,23562.28842,23552.32475,23539.42991,23491.03915,23564.025,23531.88252,23485.58191,23435.21007,25.80005149,24.59135611,1.208695374,59.79161394,69.0117968,65.25021247,23448.26578,23531.88252,23615.49926,0.71066766,0.759322958,30.129062,31.07338363,0,0,,,0,0,31.71883574,12.07886163,30.3895675,23490.8252,1,23490.8252,,23498.7749,23420.02539,23571.9248,23519.875,23647.05,0,0,23496.21611,23541.24061,23586.26511,-22068.58197,23436.25,23526.4248,23616.59961
2025-02-04 12:25:00+05:30,23576.8,23579.9,23562.15,23577.6,0,23565.35066,23555.69473,23542.89988,23494.43368,23566.07988,23537.68252,23490.0309,23435.83481,25.5952737,24.79213963,0.803134075,60.1844332,68.45333822,67.81484505,23458.3902,23537.68252,23616.97484,0.673747897,0.751708423,29.24484329,30.53173011,0,0,,,0,0,30.34372314,13.54588283,30.95266517,23490.8252,1,23490.8252,,23498.7749,23420.02539,23571.9248,23519.875,23663,0,0,23501.4312,23544.70337,23587.97554,-26462.02352,23436.25,23526.4248,23616.59961
2025-02-04 12:30:00+05:30,23577.75,23605.65,23575.75,23591.85,0,23570.65045,23560.51538,23547.34985,23498.25391,23571.24492,23545.24248,23494.8859,23436.47756,26.27990338,25.08969238,1.190210999,62.57262599,66.35522512,67.94012005,23476.23213,23545.24248,23614.25283,0.586193553,0.837682182,29.2916681,30.08091457,0,0,,,0,0,34.41048374,12.55821243,32.06498779,23504.1165,1,23504.1165,,23493.8501,23420.02539,23571.9248,23519.875,23696.65,0,0,23505.77099,23549.19349,23592.61598,-33125.34664,23441.5,23529.0498,23616.59961
2025-02-04 12:35:00+05:30,23592.25,23613.6,23586.5,23586.5,0,23573.82036,23563.98,23550.90896,23501.71455,23570.08496,23551.23994,23499.57891,23436.98855,26.0900586,25.28976562,0.80029298,61.09117647,66.35939939,67.05598758,23490.24396,23551.23994,23612.23592,0.517985304,0.789035917,29.13509248,29.72870638,0,0,,,0,0,34.07316644,11.72386599,33.26040018,23513.99645,1,23513.99645,,23492.1875,23420.02539,23570.4248,23519.875,23701.15,0,0,23509.5881,23552.74649,23595.90488,-39560.51776,23460.75,23538.6748,23616.59961
2025-02-04 12:40:00+05:30,23587.05,23601.9,23580.25,23590.85,0,23577.22621,23567.56261,23554.53993,23505.21004,23572.65488,23556.3749,23504.76289,23437.51431,25.9909746,25.43000742,0.560967182,61.88140415,70.24547073,67.65336508,23500.40379,23556.3749,23612.34601,0.475209885,0.807968757,28.60047091,29.28022736,0,0,,,0,0,32.23079577,12.65085802,34.00077907,23513.99645,1,23513.99645,,23476.375,23420.02539,23570.4248,23519.875,23719.1,0,0,23514.23438,23556.37536,23598.51634,-43092.28933,23484.65039,23550.625,23616.59961
2025-02-04 12:45:00+05:30,23590.1,23607.55,23583.55,23606.2,0,23583.02081,23572.71416,23559.23623,23509.1704,23578.6498,23561.72988,23510.09789,23438.1038,26.84162151,25.71233024,1.129291269,64.61278511,75.2843538,70.62974131,23508.26529,23561.72988,23615.19448,0.453825699,0.915876505,28.27186585,28.90878813,0,0,,,0,0,31.70402262,11.88376379,34.82015537,23513.99645,1,23513.99645,,23476.375,23420.02539,23574.7998,23521.14941,23726.4,0,0,23519.56436,23561.12049,23602.67661,-45024.23973,23484.65039,23550.625,23616.59961
2025-02-04 12:50:00+05:30,23605.75,23631.45,23597.05,23613.3,0,23589.07681,23578.12571,23564.15119,23513.25394,23584.64492,23567.06992,23515.26289,23438.69955,27.76870174,26.12360454,1.645097204,65.83261262,80.70781972,75.41254808,23515.43425,23567.06992,23618.70559,0.438201841,0.947664007,28.70947811,28.80171509,0,0,,,0,0,34.93659098,10.86672061,36.08660874,23529.45582,1,23529.45582,,23475.0752,23420.02539,23590.07422,23533.84961,23748.75,0,0,23523.57758,23566.09004,23608.6025,-46368.96639,23493.90039,23562.6748,23631.44922
2025-02-04 12:55:00+05:30,23614.3,23620.6,23607.2,23619.05,0,23595.0716,23583.58239,23569.14206,23517.40284,23591.55996,23571.88496,23520.57691,23439.29131,28.63728367,26.62634037,2.010943308,66.82962608,86.34801788,80.7800638,23519.72123,23571.88496,23624.04869,0.442592763,0.952094028,27.61597186,28.46657584,0,0,,,0,0,33.72568726,10.49007961,37.26260114,23533.56356,1,23533.56356,,23477.4751,23420.02539,23596.7998,23533.84961,23756.35,0,0,23530.75592,23571.13392,23611.51192,-48143.24151,23520.25,23575.84961,23631.44922
2025-02-04 13:00:00+05:30,23619.95,23626.1,23594.6,23601.65,0,23596.38736,23585.99145,23572.09736,23520.70666,23595.18496,23574.92998,23525.10191,23439.77156,27.60338042,26.82174838,0.781632046,61.02623712,80.69540769,82.58374843,23523.28422,23574.92998,23626.57575,0.438141404,0.758689269,27.89340244,28.21823784,0,0,,,0,0,31.00523046,12.87037476,37.55330351,23533.56356,1,23533.56356,,23472.3999,23422.5752,23596.7998,23536.47461,23749.45,0,0,23533.00778,23574.04025,23615.07272,-49581.64473,23524.09961,23577.77441,23631.44922
2025-02-04 13:05:00+05:30,23601.45,23626.5,23580.8,23626.5,0,23602.40989,23591.39259,23577.04306,23524.85542,23598.875,23579.79502,23530.29391,23440.32831,28.46107885,27.14961447,1.311464376,65.61808938,84.91783818,83.98708791,23527.96604,23579.79502,23631.624,0.439605032,0.950568177,29.16524646,28.33119295,0,0,,,0,0,27.53506603,14.80936732,37.01755509,23533.56356,1,23533.56356,,23472.3999,23429.1748,23596.7998,23546.09961,23744,0,0,23535.38334,23579.03642,23622.6895,-52490.08823,23527.25,23579.34961,23631.44922
